time,x,height
0.0,0.02,10.0
0.01,0.04,9.999019
0.02,0.06,9.997057
0.03,0.08,9.994114
0.04,0.1,9.99019
0.05,0.12000000000000001,9.985285
0.060000000000000005,0.14,9.979398999999999
0.07,0.16,9.972532
0.08,0.18,9.964684
0.09,0.19999999999999998,9.955855
0.09999999999999999,0.21999999999999997,9.946045
0.10999999999999999,0.23999999999999996,9.935254
0.11999999999999998,0.25999999999999995,9.923482
0.12999999999999998,0.27999999999999997,9.910729
0.13999999999999999,0.3,9.896995
0.15,0.32,9.88228
0.16,0.34,9.866584
0.17,0.36000000000000004,9.849907
0.18000000000000002,0.38000000000000006,9.832249
0.19000000000000003,0.4000000000000001,9.813609999999999
0.20000000000000004,0.4200000000000001,9.793989999999999
0.21000000000000005,0.4400000000000001,9.773389
0.22000000000000006,0.46000000000000013,9.751807
0.23000000000000007,0.48000000000000015,9.729244
0.24000000000000007,0.5000000000000001,9.7057
0.25000000000000006,0.5200000000000001,9.681175
0.26000000000000006,0.5400000000000001,9.655669
0.2700000000000001,0.5600000000000002,9.629182
0.2800000000000001,0.5800000000000002,9.601714
0.2900000000000001,0.6000000000000002,9.573265
0.3000000000000001,0.6200000000000002,9.543835
0.3100000000000001,0.6400000000000002,9.513423999999999
0.3200000000000001,0.6600000000000003,9.482031999999998
0.3300000000000001,0.6800000000000003,9.449658999999999
0.34000000000000014,0.7000000000000003,9.416305
0.35000000000000014,0.7200000000000003,9.381969999999999
0.36000000000000015,0.7400000000000003,9.346654
0.37000000000000016,0.7600000000000003,9.310357
0.38000000000000017,0.7800000000000004,9.273079
0.3900000000000002,0.8000000000000004,9.23482
0.4000000000000002,0.8200000000000004,9.19558
0.4100000000000002,0.8400000000000004,9.155358999999999
0.4200000000000002,0.8600000000000004,9.114156999999999
0.4300000000000002,0.8800000000000004,9.071973999999999
0.4400000000000002,0.9000000000000005,9.028809999999998
0.45000000000000023,0.9200000000000005,8.984664999999998
0.46000000000000024,0.9400000000000005,8.939538999999998
0.47000000000000025,0.9600000000000005,8.893431999999999
0.48000000000000026,0.9800000000000005,8.846343999999998
0.49000000000000027,1.0000000000000004,8.798274999999999
0.5000000000000002,1.0200000000000005,8.749225
0.5100000000000002,1.0400000000000005,8.699193999999999
0.5200000000000002,1.0600000000000005,8.648181999999998
0.5300000000000002,1.0800000000000005,8.596188999999999
0.5400000000000003,1.1000000000000005,8.543214999999998
0.5500000000000003,1.1200000000000006,8.489259999999998
0.5600000000000003,1.1400000000000006,8.434323999999998
0.5700000000000003,1.1600000000000006,8.378407
0.5800000000000003,1.1800000000000006,8.321508999999999
0.5900000000000003,1.2000000000000006,8.26363
0.6000000000000003,1.2200000000000006,8.20477
0.6100000000000003,1.2400000000000007,8.144929
0.6200000000000003,1.2600000000000007,8.084107
0.6300000000000003,1.2800000000000007,8.022304
0.6400000000000003,1.3000000000000007,7.95952
0.6500000000000004,1.3200000000000007,7.895755
0.6600000000000004,1.3400000000000007,7.831009000000001
0.6700000000000004,1.3600000000000008,7.765282000000001
0.6800000000000004,1.3800000000000008,7.698574000000001
0.6900000000000004,1.4000000000000008,7.630885000000001
0.7000000000000004,1.4200000000000008,7.562215000000001
0.7100000000000004,1.4400000000000008,7.492564000000002
0.7200000000000004,1.4600000000000009,7.421932000000002
0.7300000000000004,1.4800000000000009,7.350319000000002
0.7400000000000004,1.5000000000000009,7.277725000000002
0.7500000000000004,1.520000000000001,7.204150000000002
0.7600000000000005,1.540000000000001,7.129594000000002
0.7700000000000005,1.560000000000001,7.054057000000002
0.7800000000000005,1.580000000000001,6.977539000000002
0.7900000000000005,1.600000000000001,6.900040000000002
0.8000000000000005,1.620000000000001,6.8215600000000025
0.8100000000000005,1.640000000000001,6.742099000000002
0.8200000000000005,1.660000000000001,6.661657000000003
0.8300000000000005,1.680000000000001,6.580234000000003
0.8400000000000005,1.700000000000001,6.497830000000003
0.8500000000000005,1.720000000000001,6.414445000000003
0.8600000000000005,1.740000000000001,6.330079000000003
0.8700000000000006,1.7600000000000011,6.2447320000000035
0.8800000000000006,1.7800000000000011,6.1584040000000035
0.8900000000000006,1.8000000000000012,6.071095000000003
0.9000000000000006,1.8200000000000012,5.9828050000000035
0.9100000000000006,1.8400000000000012,5.893534000000003
0.9200000000000006,1.8600000000000012,5.803282000000004
0.9300000000000006,1.8800000000000012,5.712049000000004
0.9400000000000006,1.9000000000000012,5.619835000000004
0.9500000000000006,1.9200000000000013,5.526640000000004
0.9600000000000006,1.9400000000000013,5.432464000000004
0.9700000000000006,1.9600000000000013,5.337307000000004
0.9800000000000006,1.9800000000000013,5.241169000000004
0.9900000000000007,2.0000000000000013,5.144050000000004
1.0000000000000007,2.0200000000000014,5.045950000000004
1.0100000000000007,2.0400000000000014,4.946869000000004
1.0200000000000007,2.0600000000000014,4.846807000000004
1.0300000000000007,2.0800000000000014,4.745764000000004
1.0400000000000007,2.1000000000000014,4.643740000000004
1.0500000000000007,2.1200000000000014,4.540735000000004
1.0600000000000007,2.1400000000000015,4.436749000000004
1.0700000000000007,2.1600000000000015,4.331782000000004
1.0800000000000007,2.1800000000000015,4.225834000000004
1.0900000000000007,2.2000000000000015,4.118905000000004
1.1000000000000008,2.2200000000000015,4.010995000000004
1.1100000000000008,2.2400000000000015,3.902104000000004
1.1200000000000008,2.2600000000000016,3.792232000000004
1.1300000000000008,2.2800000000000016,3.6813790000000037
1.1400000000000008,2.3000000000000016,3.5695450000000037
1.1500000000000008,2.3200000000000016,3.456730000000004
1.1600000000000008,2.3400000000000016,3.3429340000000036
